,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
22,29.40625,1515.25,31,2989.0,13.609375,336.960693359375,35,1406.0,24.40625,963.12109375,40,2582.0,35.46875,2277.890625,37,3699.0,16.640625,474.794677734375,45,1873.0,37.390625,2189.044677734375,35,3849.0,34.6875,1987.6552734375,35,3544.0,51.296875,3661.023193359375,37,5116.0
23,24.84375,976.28125,37,2601.0,13.0,263.921875,41,1345.0,28.265625,1378.804443359375,38,3026.0,36.140625,2241.198974609375,33,3543.0,16.515625,453.648193359375,46,1906.0,39.5625,2233.2568359375,39,3994.0,34.78125,2041.5693359375,37,3571.0,41.328125,2565.132568359375,38,4274.0
24,22.640625,768.364990234375,39,2413.0,14.3125,305.5146484375,37,1474.0,30.421875,1532.863037109375,36,3168.0,41.84375,2690.3896484375,39,4048.0,16.859375,470.347412109375,40,1843.0,34.296875,1812.665771484375,39,3440.0,38.078125,2167.558349609375,39,3607.0,39.125,2282.8896484375,42,4293.0
25,25.65625,993.6005859375,39,2790.0,16.078125,393.669677734375,37,1693.0,30.203125,1393.950927734375,33,3081.0,47.453125,3155.943115234375,35,4379.0,15.546875,443.534912109375,41,1700.0,34.84375,1863.24609375,40,3593.0,35.40625,1855.02734375,40,3531.0,45.078125,2974.228271484375,45,5123.0
26,29.015625,1311.191162109375,39,3113.0,15.578125,396.679443359375,35,1626.0,30.90625,1454.7568359375,27,2899.0,43.640625,2999.105224609375,27,3975.0,15.515625,540.812255859375,39,1763.0,42.28125,2665.02734375,39,4411.0,37.375,2018.71484375,35,3469.0,47.546875,3140.419677734375,42,5000.0
27,27.59375,1250.46484375,34,2704.0,13.59375,339.0380859375,31,1385.0,28.640625,1290.771240234375,32,2900.0,40.921875,2777.003662109375,34,4156.0,17.15625,575.71875,36,1956.0,43.5625,2842.34375,38,4437.0,36.03125,1994.3349609375,26,2923.0,41.625,2450.3583984375,33,3903.0
28,24.59375,938.6943359375,37,2450.0,14.078125,325.511474609375,37,1475.0,30.359375,1593.081787109375,31,3041.0,42.984375,2940.640380859375,37,4432.0,17.8125,510.6787109375,36,1958.0,39.265625,2476.648193359375,36,3997.0,36.078125,2254.480224609375,26,3003.0,37.421875,2141.884521484375,32,3494.0
29,30.03125,1312.03125,41,3174.0,17.03125,403.55859375,42,1785.0,32.390625,1795.808349609375,32,3171.0,41.1875,2793.46875,34,4226.0,18.421875,535.191162109375,35,1840.0,40.328125,2648.995849609375,42,4454.0,43.65625,2796.28125,33,4085.0,49.203125,3510.204833984375,35,4967.0
30,40.140625,2341.521240234375,44,4219.0,19.0625,515.4677734375,43,1991.0,31.59375,1716.33984375,35,3161.0,38.34375,2441.0927734375,37,3872.0,23.078125,861.527099609375,41,2588.0,41.515625,2718.636474609375,44,4553.0,43.90625,2646.5849609375,39,4359.0,58.84375,4630.74609375,39,6333.0
31,34.484375,1968.431396484375,39,3452.0,16.65625,487.796875,37,1752.0,33.921875,2002.337646484375,37,3481.0,37.90625,2290.796875,36,3647.0,22.8125,1023.0771484375,38,2595.0,32.953125,1905.456787109375,36,3467.0,37.140625,1985.031005859375,39,3776.0,43.84375,2992.4287109375,37,4569.0
32,20.078125,735.642333984375,36,1946.0,11.0,269.578125,36,1153.0,26.34375,1352.6708984375,36,2770.0,30.421875,1601.613037109375,35,2988.0,14.234375,526.974365234375,35,1530.0,26.046875,1246.896240234375,34,2805.0,28.4375,1326.2568359375,37,2964.0,24.78125,997.8583984375,38,2493.0
33,10.734375,215.204833984375,30,981.0,5.5625,59.65234375,31,525.0,21.828125,973.534912109375,35,2326.0,30.765625,1703.593505859375,34,2795.0,11.15625,213.0146484375,39,1202.0,24.0,952.08984375,40,2673.0,19.390625,777.613037109375,37,2136.0,19.25,615.96484375,40,2005.0
34,6.84375,87.1240234375,33,675.0,3.421875,20.798583984375,27,344.0,16.5625,614.046875,37,1734.0,27.0,1329.1396484375,38,2553.0,9.5,174.2490234375,37,994.0,20.703125,704.820068359375,39,2282.0,15.125,447.8125,37,1521.0,13.765625,369.038818359375,41,1492.0
35,4.75,40.234375,34,502.0,2.640625,10.027099609375,27,270.0,8.671875,125.611083984375,32,881.0,16.265625,494.863037109375,39,1834.0,6.03125,67.12109375,32,609.0,15.859375,468.029052734375,39,1738.0,13.984375,356.216552734375,36,1471.0,8.296875,105.245849609375,37,878.0
36,3.515625,20.866943359375,25,347.0,2.78125,11.52734375,26,269.0,8.28125,123.43359375,33,882.0,17.125,558.52734375,39,1988.0,5.515625,49.351318359375,29,498.0,12.953125,317.363037109375,35,1240.0,13.109375,316.437255859375,38,1312.0,7.234375,89.296630859375,31,735.0
37,3.90625,24.4755859375,26,357.0,2.640625,11.380615234375,25,261.0,8.953125,172.616943359375,35,1002.0,17.921875,602.687255859375,40,1967.0,5.625,48.62109375,35,555.0,12.421875,240.323974609375,32,1150.0,12.328125,299.282958984375,39,1275.0,6.703125,77.409912109375,35,707.0
38,7.03125,89.05859375,31,630.0,3.359375,22.677490234375,24,308.0,16.171875,590.216552734375,31,1583.0,25.375,1284.4755859375,36,2596.0,8.375,137.8662109375,34,879.0,20.84375,847.9365234375,40,2271.0,25.09375,1335.4833984375,38,2508.0,14.25,367.2099609375,39,1472.0
39,12.921875,287.267333984375,39,1371.0,8.453125,130.261474609375,35,934.0,22.90625,883.21484375,34,2225.0,34.8125,2011.2255859375,38,3760.0,13.125,286.8583984375,32,1319.0,37.421875,2328.853271484375,42,4094.0,44.6875,2786.02734375,37,4088.0,26.859375,1077.636474609375,38,2756.0
40,16.4375,471.3427734375,42,1816.0,11.5,205.2412109375,36,1290.0,25.84375,1125.27734375,35,2559.0,39.15625,2450.83984375,43,4338.0,15.5625,384.02734375,32,1579.0,39.578125,2508.982177734375,42,4253.0,48.890625,3189.130615234375,39,4523.0,33.15625,1737.74609375,37,3545.0
41,24.984375,1098.152099609375,38,2578.0,13.421875,340.632568359375,31,1465.0,30.8125,1716.15625,38,3170.0,39.90625,2434.5458984375,36,4112.0,20.765625,764.054443359375,34,2134.0,37.53125,2271.34375,36,3692.0,46.890625,3219.562255859375,43,4824.0,39.90625,2512.6396484375,36,4123.0
42,30.890625,1574.894287109375,37,3380.0,15.046875,390.187255859375,37,1621.0,31.390625,1847.544677734375,35,3289.0,40.71875,2524.1318359375,33,4068.0,22.40625,934.0458984375,39,2436.0,46.921875,3205.312255859375,40,4818.0,43.296875,2706.861083984375,31,3927.0,42.71875,2695.1318359375,38,4556.0
43,34.390625,2093.531005859375,36,3801.0,17.53125,510.6318359375,38,1796.0,31.90625,1831.859375,32,3302.0,45.84375,3207.80859375,34,4415.0,21.09375,931.40234375,35,2267.0,49.6875,3511.7412109375,46,5400.0,42.109375,2715.476318359375,30,3958.0,47.796875,3319.031005859375,42,5277.0
44,38.125,2402.9755859375,36,4058.0,18.90625,576.765625,37,1908.0,32.90625,1859.6474609375,34,3377.0,40.90625,2599.578125,31,3736.0,23.140625,1015.316162109375,32,2318.0,42.671875,3002.652099609375,38,4497.0,40.1875,2680.6083984375,33,4062.0,51.78125,4007.375,43,5735.0
45,33.75,2053.8662109375,37,3546.0,14.8125,420.25,35,1533.0,33.984375,1885.161865234375,40,3538.0,33.515625,1847.585693359375,29,2986.0,24.234375,1013.214599609375,39,2628.0,38.109375,2282.614990234375,38,3867.0,38.984375,2484.527099609375,34,4003.0,46.640625,3516.769287109375,41,5018.0
46,33.09375,1931.1787109375,38,3536.0,15.796875,490.931396484375,33,1669.0,35.296875,1946.372802734375,43,3749.0,35.140625,2094.323974609375,36,3521.0,23.015625,981.398193359375,40,2626.0,40.390625,2535.511474609375,43,4250.0,41.78125,2735.90625,31,4062.0,47.90625,3621.65234375,41,5159.0
47,28.765625,1276.366943359375,35,2802.0,14.71875,403.4208984375,28,1464.0,31.5625,1607.5224609375,38,3333.0,42.859375,2925.019287109375,41,4663.0,18.609375,646.777099609375,39,1968.0,42.375,2920.1396484375,38,4553.0,36.953125,2128.128662109375,27,3245.0,43.9375,3044.83984375,39,4559.0
48,23.921875,975.906005859375,37,2385.0,12.421875,303.322021484375,28,1223.0,30.609375,1526.577880859375,40,3302.0,43.40625,2915.9912109375,37,4551.0,19.0,637.71875,42,2072.0,40.890625,2611.308349609375,37,4116.0,31.1875,1531.0302734375,28,2848.0,39.296875,2467.083740234375,40,4107.0
49,26.203125,1212.659912109375,36,2694.0,11.96875,274.18359375,31,1193.0,29.125,1431.9521484375,34,2904.0,41.90625,2800.328125,33,4245.0,20.96875,730.02734375,39,2209.0,37.796875,2256.425537109375,35,3616.0,27.953125,1309.714599609375,28,2717.0,42.265625,3003.288818359375,38,4337.0
50,25.0,1063.84375,30,2498.0,10.59375,215.8896484375,28,1028.0,24.890625,1045.575927734375,33,2516.0,40.421875,2605.902099609375,34,4129.0,15.8125,424.0458984375,38,1678.0,33.8125,1762.4052734375,34,3134.0,28.0,1377.171875,32,2733.0,40.515625,2907.368896484375,36,4343.0
51,21.765625,824.503662109375,31,2154.0,9.359375,182.171630859375,28,952.0,25.046875,1035.206787109375,36,2605.0,37.8125,2090.8818359375,33,3541.0,13.046875,275.730224609375,40,1391.0,29.84375,1328.8125,36,2761.0,31.296875,1726.409912109375,32,3133.0,36.953125,2232.822021484375,39,3892.0
52,21.9375,875.6787109375,36,2310.0,9.765625,180.433349609375,36,1090.0,26.546875,1198.366943359375,33,2605.0,36.5,2143.5224609375,32,3333.0,14.25,346.71484375,39,1520.0,30.390625,1436.218505859375,38,3206.0,32.1875,1728.2099609375,35,3329.0,38.34375,2287.30859375,40,4085.0
53,20.265625,804.443115234375,34,2121.0,10.046875,175.331787109375,37,1067.0,30.0,1494.99609375,42,3200.0,36.109375,2382.677490234375,39,3614.0,14.0625,347.609375,42,1532.0,29.546875,1446.999755859375,37,3046.0,30.59375,1479.65625,36,3101.0,32.734375,1840.997802734375,40,3573.0
54,20.140625,663.962646484375,35,2062.0,9.21875,134.9365234375,37,934.0,28.984375,1479.927490234375,42,3198.0,38.140625,2536.224365234375,39,3957.0,14.03125,374.9208984375,41,1521.0,29.890625,1512.855224609375,31,2975.0,26.28125,1147.21484375,31,2423.0,30.484375,1532.503662109375,39,3183.0
55,27.921875,1240.376708984375,33,2787.0,12.640625,286.734130859375,36,1316.0,26.578125,1336.568115234375,36,2732.0,38.0,2646.02734375,38,4085.0,16.234375,513.605224609375,38,1771.0,41.046875,2604.431396484375,35,4318.0,27.390625,1339.152099609375,29,2568.0,40.34375,2467.96875,37,4010.0
56,29.140625,1466.708740234375,31,2927.0,13.796875,363.609130859375,32,1415.0,24.6875,1109.96875,30,2393.0,31.78125,2053.3125,33,3200.0,15.859375,445.562255859375,32,1576.0,42.953125,2689.542724609375,41,4328.0,29.09375,1461.83984375,31,2826.0,39.59375,2445.5849609375,33,3996.0
57,24.015625,1039.187255859375,31,2458.0,13.09375,292.8662109375,36,1309.0,24.4375,1033.4677734375,29,2354.0,31.5625,1673.8505859375,33,2989.0,13.4375,325.33984375,37,1353.0,38.0,2409.55859375,40,3950.0,29.28125,1479.08984375,28,2685.0,33.609375,1930.245849609375,32,3481.0
58,22.90625,857.0625,31,2332.0,13.34375,267.4912109375,40,1360.0,27.421875,1261.089599609375,29,2627.0,34.125,1884.90234375,40,3498.0,13.859375,357.198974609375,37,1418.0,36.84375,2401.90234375,37,3883.0,31.625,1685.18359375,30,3161.0,33.796875,1923.851318359375,36,3530.0
59,20.09375,636.40234375,29,1938.0,11.171875,189.757568359375,33,1081.0,22.84375,875.7099609375,32,2199.0,29.828125,1509.745849609375,43,3314.0,14.59375,340.6865234375,32,1422.0,33.921875,1855.259521484375,36,3295.0,31.359375,1669.978271484375,35,3335.0,31.328125,1573.396240234375,34,3101.0
60,17.03125,504.4599609375,27,1628.0,8.96875,124.87109375,28,856.0,20.09375,625.33984375,35,2031.0,30.46875,1566.1630859375,41,3328.0,13.140625,262.593505859375,37,1318.0,32.046875,1613.130615234375,39,3380.0,31.09375,1584.0927734375,42,3164.0,28.359375,1391.027099609375,32,2843.0
61,17.828125,574.031005859375,30,1743.0,8.0,105.24609375,30,779.0,20.546875,734.152099609375,39,2133.0,31.40625,1782.7490234375,36,3272.0,11.109375,201.722412109375,41,1199.0,33.296875,1714.437255859375,39,3650.0,30.046875,1437.962646484375,48,3147.0,28.625,1500.87109375,36,3104.0
62,17.609375,542.505615234375,31,1712.0,7.9375,112.4287109375,36,800.0,22.578125,1008.034912109375,39,2356.0,37.4375,2481.7333984375,31,3840.0,11.71875,218.953125,38,1266.0,32.921875,1589.933349609375,37,3278.0,30.390625,1472.948974609375,44,3124.0,29.390625,1496.534912109375,37,3044.0
63,21.0625,828.0302734375,33,2223.0,9.625,174.24609375,40,1098.0,24.21875,1144.125,32,2441.0,35.359375,2221.054443359375,29,3423.0,14.109375,374.593505859375,39,1570.0,34.125,1833.7802734375,39,3524.0,34.09375,1823.9208984375,39,3408.0,36.6875,2532.96875,36,3921.0
64,23.90625,1131.9052734375,33,2634.0,11.625,258.890625,35,1311.0,22.015625,942.038818359375,31,2144.0,26.96875,1214.3896484375,32,2472.0,16.3125,551.52734375,40,1907.0,36.1875,2058.27734375,43,4144.0,39.625,2400.3896484375,38,4103.0,39.75,3013.2880859375,39,4399.0
65,19.4375,856.140625,36,2110.0,11.796875,281.118896484375,30,1233.0,22.015625,894.476318359375,33,2188.0,26.125,1135.7021484375,32,2248.0,16.359375,480.656005859375,41,1854.0,35.890625,1861.320068359375,48,4187.0,36.703125,2142.193115234375,32,3512.0,31.53125,1967.5,42,3469.0
66,14.3125,414.359375,35,1462.0,8.78125,160.68359375,28,873.0,18.859375,683.659912109375,34,1911.0,22.53125,1010.7021484375,32,2218.0,13.890625,335.157958984375,39,1510.0,31.703125,1498.964599609375,40,3373.0,25.421875,1169.843505859375,33,2372.0,22.125,949.5458984375,36,2334.0
67,15.15625,409.6787109375,32,1435.0,7.5,89.9521484375,29,730.0,14.828125,453.413818359375,32,1501.0,23.140625,959.056396484375,35,2373.0,11.59375,275.21484375,41,1287.0,27.984375,1275.575927734375,36,2876.0,24.546875,1087.126708984375,38,2628.0,21.71875,810.5615234375,33,2086.0
68,14.390625,362.771240234375,32,1337.0,8.515625,118.222412109375,33,846.0,15.78125,592.171875,31,1496.0,25.015625,1056.093505859375,41,2540.0,18.4375,781.75,42,1929.0,25.984375,1142.782958984375,37,2720.0,26.46875,1187.78125,34,2492.0,20.875,768.7802734375,37,2039.0
69,9.875,172.5458984375,31,963.0,8.484375,115.148193359375,38,844.0,24.59375,1243.375,29,2253.0,34.546875,2097.458740234375,37,3570.0,32.515625,1828.368896484375,42,3536.0,22.140625,805.495849609375,33,2202.0,28.390625,1301.698974609375,33,2514.0,14.453125,347.189208984375,34,1405.0
70,11.546875,273.435302734375,29,1134.0,8.828125,125.167724609375,31,834.0,35.5,2133.24609375,25,3120.0,44.515625,2937.882568359375,33,4252.0,35.03125,1793.5849609375,46,3833.0,24.28125,997.578125,29,2263.0,34.96875,2148.0625,35,3673.0,14.125,306.71484375,31,1309.0
71,12.828125,290.105224609375,29,1141.0,10.4375,178.55859375,31,1023.0,44.1875,3084.93359375,32,4148.0,43.984375,2768.849365234375,34,4048.0,31.390625,1552.806396484375,39,3335.0,35.71875,1941.2958984375,32,3193.0,40.15625,2624.1787109375,35,3822.0,15.46875,395.1240234375,31,1373.0
72,10.859375,190.640380859375,31,981.0,11.546875,215.138427734375,38,1187.0,42.875,2839.6240234375,37,4221.0,44.5625,2831.46484375,37,4347.0,31.265625,1693.062255859375,36,3315.0,38.046875,2095.236083984375,28,3266.0,47.25,3178.1787109375,32,3876.0,17.484375,487.825927734375,33,1597.0
73,10.578125,206.218505859375,35,1037.0,14.296875,387.788818359375,36,1529.0,40.453125,2588.435302734375,32,3966.0,53.234375,4049.855224609375,35,5143.0,34.375,1776.828125,43,3658.0,34.03125,1819.7958984375,30,3262.0,46.40625,3093.2802734375,28,4089.0,18.265625,512.079833984375,38,1731.0
74,11.9375,256.7880859375,34,1157.0,13.765625,389.296630859375,35,1469.0,38.359375,2482.683349609375,31,3784.0,53.265625,4220.491943359375,31,5133.0,30.484375,1420.370849609375,39,3209.0,40.28125,2523.52734375,38,4170.0,47.421875,3491.544677734375,25,4104.0,18.046875,554.486083984375,40,1802.0
75,11.828125,222.669677734375,35,1077.0,10.0,187.3896484375,34,1004.0,35.03125,1994.1318359375,30,3374.0,45.015625,3165.294677734375,37,4767.0,25.359375,952.902099609375,33,2572.0,40.53125,2489.8125,37,3865.0,50.21875,3736.65234375,24,4173.0,18.125,540.0537109375,39,1727.0
76,9.734375,143.603271484375,38,909.0,9.953125,166.818115234375,35,1051.0,38.421875,2238.386474609375,33,3912.0,43.453125,2944.234130859375,36,4265.0,25.875,961.4130859375,35,2654.0,33.3125,1775.3896484375,37,3291.0,47.1875,3223.1162109375,28,4303.0,14.4375,336.62109375,32,1323.0
77,9.15625,132.9677734375,38,963.0,9.734375,165.632568359375,33,1040.0,39.296875,2427.812255859375,42,4241.0,45.875,3375.203125,36,4833.0,21.578125,735.394287109375,43,2323.0,29.375,1443.6396484375,36,2827.0,42.296875,2788.829833984375,35,4075.0,13.53125,322.2568359375,35,1440.0
78,9.640625,149.460693359375,37,947.0,9.90625,164.125,35,1091.0,39.484375,2616.989990234375,45,4428.0,44.5,3197.078125,37,4785.0,19.6875,586.78125,45,2153.0,27.53125,1169.25,36,2584.0,38.21875,2319.99609375,36,3598.0,15.515625,403.013427734375,35,1478.0
79,8.796875,119.007568359375,32,806.0,9.75,147.87109375,34,1018.0,37.03125,2352.0458984375,30,3770.0,40.109375,2486.765380859375,29,3706.0,17.375,455.2333984375,38,1718.0,25.90625,1032.93359375,35,2481.0,38.84375,2482.078125,33,3623.0,14.125,308.578125,29,1215.0
80,8.484375,109.822021484375,29,806.0,8.953125,130.652099609375,33,895.0,35.828125,2109.835693359375,26,3328.0,40.015625,2480.154052734375,36,3949.0,15.28125,396.96484375,31,1456.0,29.140625,1337.386474609375,28,2797.0,37.1875,2257.578125,28,3222.0,13.46875,262.3271484375,32,1216.0
81,7.78125,97.3037109375,25,742.0,10.09375,167.90625,32,1009.0,40.28125,2554.87109375,34,3929.0,39.84375,2418.640625,45,4266.0,17.1875,504.7880859375,30,1654.0,30.265625,1476.755615234375,24,2670.0,40.96875,2547.27734375,32,3691.0,12.921875,254.872802734375,31,1183.0
82,7.390625,84.230224609375,25,688.0,9.375,140.6240234375,29,907.0,39.15625,2445.6708984375,32,3633.0,34.65625,1940.46484375,35,3381.0,19.640625,636.792724609375,35,1864.0,34.203125,1919.935302734375,29,3328.0,42.84375,2719.7177734375,33,4156.0,11.734375,212.298583984375,31,1059.0
83,9.265625,140.573974609375,29,874.0,8.125,122.7880859375,31,841.0,33.796875,2032.962646484375,30,3362.0,36.0625,2069.6943359375,34,3532.0,20.875,768.02734375,38,2077.0,35.484375,1906.950927734375,36,3528.0,38.578125,2323.382568359375,29,3536.0,13.203125,264.575927734375,36,1225.0
84,10.40625,194.5927734375,32,1003.0,9.40625,161.2724609375,39,1074.0,34.671875,2127.786865234375,33,3664.0,37.515625,2154.781005859375,37,3748.0,21.46875,872.625,34,2272.0,33.84375,1800.3662109375,36,3166.0,32.875,1703.96484375,37,3011.0,13.375,297.4443359375,35,1238.0
85,9.375,157.625,32,838.0,7.984375,115.308349609375,39,900.0,32.75,1787.43359375,37,3322.0,30.3125,1601.1240234375,36,3145.0,18.515625,709.693115234375,29,1904.0,33.234375,1893.679443359375,34,3022.0,26.6875,1103.1240234375,39,2481.0,11.421875,223.138427734375,30,1021.0
86,8.09375,107.6083984375,25,678.0,7.125,92.640625,38,771.0,28.765625,1376.945068359375,37,2876.0,33.203125,2068.738037109375,35,3531.0,14.1875,391.8427734375,28,1327.0,31.953125,1641.708740234375,32,2884.0,28.828125,1397.087646484375,36,2641.0,10.28125,173.640625,24,916.0
87,8.46875,111.984375,29,801.0,8.671875,122.974365234375,42,988.0,29.671875,1459.423583984375,39,3225.0,36.6875,2301.4755859375,32,3487.0,13.9375,313.3896484375,32,1319.0,32.703125,1562.312255859375,30,3030.0,30.359375,1683.413818359375,31,2637.0,10.59375,191.43359375,26,1011.0
88,8.15625,105.515625,32,778.0,9.421875,150.939208984375,42,1064.0,35.375,2037.71484375,41,3834.0,38.40625,2427.6005859375,32,3716.0,15.265625,433.054443359375,35,1552.0,26.53125,1108.43359375,31,2642.0,29.859375,1485.872802734375,29,2581.0,10.703125,185.579833984375,22,940.0
89,7.40625,89.8349609375,29,693.0,8.296875,125.947021484375,36,887.0,31.59375,1809.52734375,36,3241.0,36.015625,2248.837646484375,39,3930.0,14.5625,384.8505859375,36,1484.0,24.75,1017.5615234375,32,2557.0,33.265625,1655.677490234375,31,2929.0,10.9375,176.1787109375,25,924.0
