"type","begin_time","frequency","count","created with version","exported with version","project","last_name","first_name","born","sex","measurement_date","record_name"
"record","0.33600","1500","19116","MR3 3.7.45","3.18.64","Project 1","MyoMetrics Demo Record","","","male","2015-06-23T08:45:22.000Z","Treadmill Gait with MyoMotion & EMG  - Bilateral Gait Report"

"time","Activity","Marker","Ankle Dorsiflexion 左 (deg)","Ankle Abduction 左 (deg)","Ankle Inversion 左 (deg)","Ankle Dorsiflexion 右 (deg)","Ankle Abduction 右 (deg)","Ankle Inversion 右 (deg)","TIB.ANT. 左 (uV)","TIB.ANT. 右 (uV)","MED. GASTRO 左 (uV)","MED. GASTRO 右 (uV)"
0.43200,"","",-2.805187464,-0.5932742953,-1.485007286,-15.87091637,1.793509007,0.4877410531,10.2061719,36.03523081,36.67942774,8.816583646
0.43267,"","",-2.771831512,-0.5954440236,-1.484752417,-15.7380209,1.802775741,0.4549991786,10.2346853,36.18443313,36.78254465,8.814119193
0.43333,"","",-2.738475323,-0.5976138115,-1.484497666,-15.60447025,1.811777711,0.4226336479,10.28761294,36.20886679,37.11484615,8.802132986
0.43400,"","",-2.705119371,-0.5997835398,-1.484242797,-15.47091961,1.820779681,0.3898917735,10.3689937,36.10789396,37.82961765,8.761693541
0.43467,"","",-2.67176342,-0.6019533277,-1.483988047,-15.33802319,1.830046415,0.357149899,10.44633556,36.15205117,38.46389979,8.721198083
0.43533,"","",-2.638954163,-0.6022632718,-1.485262036,-15.24178886,1.830840707,0.3398380876,10.49383781,36.26264047,38.94082356,8.698345875
0.43600,"","",-2.606144905,-0.602573216,-1.486536026,-15.14555359,1.831634998,0.3225263059,10.51415286,36.25793035,39.29840326,8.692912874
0.43667,"","",-2.573335648,-0.6028832197,-1.487810135,-15.04866409,1.83242929,0.3048381507,10.50933029,36.1921361,39.31275558,8.688824121
0.43733,"","",-2.539979696,-0.6031931639,-1.489084125,-14.95242882,1.833223581,0.2875263691,10.50722042,36.2443888,39.4836258,8.690168368
0.43800,"","",-2.507170439,-0.6031931639,-1.490358114,-14.85619354,1.834017873,0.2698382139,10.49154709,36.31219466,39.6762831,8.682046873
0.43867,"","",-2.474361181,-0.6035031676,-1.491632223,-14.75995922,1.834812164,0.2525264323,10.47448727,36.44918015,39.71429736,8.664627665
0.43933,"","",-2.44100523,-0.6038131118,-1.492651463,-14.66372395,1.835606456,0.234838292,10.48184168,36.66211605,39.78890356,8.636398469
0.44000,"","",-2.408195972,-0.6041230559,-1.493925452,-14.56748867,1.836135983,0.2175264955,10.48455437,36.82966815,39.88115925,8.602512229
0.44067,"","",-2.375386715,-0.6041230559,-1.495199442,-14.47125435,1.836930275,0.1998383552,10.51379117,36.87922235,40.13697969,8.588957733
0.44133,"","",-2.342030764,-0.6044330597,-1.496473551,-14.37501907,1.837724566,0.1825265586,10.55387873,36.95590872,40.76499076,8.578315773
0.44200,"","",-2.309221506,-0.6047430038,-1.49774754,-14.2787838,1.838518858,0.1652147621,10.54785052,37.05565496,41.0153806,8.564985318
