,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,33.078125,1791.241943359375,37,3348.0,56.78125,4417.765625,31,5331.0,48.90625,3614.83984375,31,4731.0,45.046875,3235.517333984375,29,4265.0,50.484375,4015.091552734375,37,5134.0,14.71875,390.7568359375,31,1417.0,11.9375,219.0615234375,32,1150.0,26.953125,1142.138427734375,35,2555.0,0
1,30.1875,1423.2568359375,40,3138.0,56.328125,4349.366943359375,36,5282.0,48.296875,3333.474365234375,31,4271.0,44.375,2930.2099609375,35,4020.0,56.203125,4227.386474609375,31,4702.0,16.515625,436.509521484375,33,1487.0,11.921875,217.702880859375,37,1153.0,28.703125,1245.501708984375,38,2919.0,0
2,29.25,1391.02734375,35,2872.0,56.34375,4335.9990234375,37,5449.0,52.53125,3822.7958984375,31,4613.0,37.34375,2212.08984375,38,3627.0,52.5,3762.3896484375,34,4477.0,16.125,396.640625,32,1432.0,10.9375,194.5458984375,35,1001.0,25.96875,1128.796875,39,2675.0,0
3,33.578125,1885.558349609375,39,3619.0,54.4375,4103.87109375,38,5235.0,48.21875,3403.3037109375,28,4255.0,35.234375,2084.294677734375,35,3433.0,47.265625,3538.825927734375,35,4507.0,13.984375,378.632568359375,34,1363.0,9.640625,178.327880859375,26,888.0,21.046875,731.966552734375,40,2159.0,0
4,35.3125,2029.33984375,38,3774.0,49.671875,3570.234130859375,39,4933.0,42.390625,2821.064208984375,33,4055.0,34.9375,1972.8662109375,38,3519.0,42.640625,2814.224365234375,36,4341.0,12.078125,258.320068359375,33,1203.0,8.578125,134.351318359375,28,844.0,22.40625,744.2333984375,44,2409.0,0
5,29.640625,1476.304443359375,38,2920.0,45.84375,3169.4052734375,36,4651.0,45.96875,3319.4912109375,40,4871.0,30.59375,1534.6787109375,38,2912.0,38.203125,2243.308349609375,35,3717.0,12.765625,247.609130859375,34,1310.0,9.359375,131.995849609375,28,818.0,26.09375,1065.53125,44,2740.0,0
6,26.421875,1279.154052734375,39,2629.0,43.984375,2836.837646484375,36,4322.0,46.015625,3260.993896484375,38,4847.0,26.765625,1266.726318359375,36,2632.0,37.703125,2322.300537109375,33,3598.0,12.59375,273.7490234375,38,1375.0,9.234375,138.570068359375,27,827.0,28.234375,1344.642333984375,37,2938.0,0
7,25.125,1115.02734375,39,2568.0,44.21875,2724.3818359375,39,4272.0,42.96875,2721.5380859375,41,4576.0,28.0625,1374.0849609375,32,2621.0,39.09375,2438.03125,37,3830.0,9.734375,181.359130859375,34,977.0,7.21875,88.4375,32,716.0,25.53125,1098.9365234375,37,2618.0,0
8,24.0,853.05859375,43,2420.0,40.09375,2465.83984375,41,4257.0,44.078125,2780.007568359375,45,4991.0,27.65625,1366.71875,36,2749.0,33.265625,1785.613037109375,39,3371.0,7.453125,117.450927734375,30,694.0,6.21875,63.5849609375,29,596.0,20.65625,696.3896484375,36,2069.0,0
9,25.359375,1081.388427734375,42,2668.0,38.4375,2315.5380859375,39,4044.0,40.1875,2347.2490234375,41,4143.0,24.578125,1069.181396484375,42,2570.0,30.359375,1512.347412109375,36,3111.0,8.734375,152.353271484375,32,852.0,6.03125,63.28125,25,553.0,19.46875,597.03125,33,2024.0,0
