,0,1,2,3,4,5
0,5,8.093392481493503,3.3807705507022923,5,8.093392481493503,3.3807705507022923
1,5,8.408028435923573,2.8841742867164277,5,8.408028435923573,2.8841742867164277
2,5,9.235065390899079,3.1186248970153416,5,9.235065390899079,3.1186248970153416
3,5,9.714543168871757,3.621085060912458,5,9.714543168871757,3.621085060912458
4,5,9.378426861832475,3.454377329967879,5,9.378426861832475,3.454377329967879
5,5,8.683703602753143,2.760943809481879,5,8.683703602753143,2.760943809481879
6,5,8.163629244033062,2.0031224812532864,5,8.163629244033062,2.0031224812532864
7,5,7.8184026233732595,1.4119467448423961,5,7.8184026233732595,1.4119467448423961
8,5,7.911209166031973,1.4940807958606939,5,7.911209166031973,1.4940807958606939
9,5,7.557341176614357,1.311878031225425,5,7.557341176614357,1.311878031225425
10,5,7.654180280395353,2.1160842914157776,5,7.654180280395353,2.1160842914157776
11,5,9.110972433079041,4.07438882610847,5,9.110972433079041,4.07438882610847
12,5,10.288232395319552,4.717082560347194,5,10.288232395319552,4.717082560347194
13,5,9.756474367945877,4.928335844573327,5,9.756474367945877,4.928335844573327
14,5,9.446153546458522,4.7538025255527545,5,9.446153546458522,4.7538025255527545
15,5,10.302441267898468,4.761598199750199,5,10.302441267898468,4.761598199750199
16,5,9.837517536323755,4.480524084958904,5,9.837517536323755,4.480524084958904
17,5,9.522540416353344,4.002840109538029,5,9.522540416353344,4.002840109538029
18,5,9.935063166210789,4.007319814391414,5,9.935063166210789,4.007319814391414
19,5,8.722893541487649,2.9418118087150624,5,8.722893541487649,2.9418118087150624
20,5,7.677683981876014,2.390721527992678,5,7.677683981876014,2.390721527992678
21,5,7.573420956192018,2.3200217673387877,5,7.573420956192018,2.3200217673387877
22,5,7.267513596765217,1.6090813533048798,5,7.267513596765217,1.6090813533048798
23,5,7.251581517928164,1.9745539157127887,5,7.251581517928164,1.9745539157127887
24,6,7.235092373696183,3.2375357492771886,6,7.235092373696183,3.2375357492771886
25,6,4.926192591114265,4.217271009222279,6,4.926192591114265,4.217271009222279
26,0,-1.6529823222018685,4.7216217525230775,0,-1.6529823222018685,4.7216217525230775
27,0,-6.980542032946074,4.76989050281107,0,-6.980542032946074,4.76989050281107
28,0,-7.3172050162962,3.5560483016915745,0,-7.3172050162962,3.5560483016915745
29,0,-8.456488575308105,4.695159893265835,0,-8.456488575308105,4.695159893265835
30,0,-10.296895164694256,5.851210598773674,0,-10.296895164694256,5.851210598773674
31,0,-10.555922701680531,5.25447681922954,0,-10.555922701680531,5.25447681922954
32,0,-7.989004636724866,4.801080158618712,0,-7.989004636724866,4.801080158618712
33,0,-8.783121511698543,4.683931897853846,0,-8.783121511698543,4.683931897853846
34,0,-11.11339646170284,3.8729246154744636,0,-11.11339646170284,3.8729246154744636
35,0,-10.53264304812046,3.3758999202149784,0,-10.53264304812046,3.3758999202149784
36,0,-9.505141270860054,4.240702193694286,0,-9.505141270860054,4.240702193694286
37,0,-10.020064765842875,3.9457631151365833,0,-10.020064765842875,3.9457631151365833
38,0,-11.146044022227056,5.2459365164012794,0,-11.146044022227056,5.2459365164012794
39,0,-11.706091111292759,5.773761815348134,0,-11.706091111292759,5.773761815348134
40,0,-11.713239655068456,4.57537522003149,0,-11.713239655068456,4.57537522003149
41,0,-9.892185952247363,5.16779647000761,0,-9.892185952247363,5.16779647000761
42,0,-10.611872449236781,5.494979510962084,0,-10.611872449236781,5.494979510962084
43,0,-11.312623205221891,3.9638267040248643,0,-11.312623205221891,3.9638267040248643
44,0,-8.358250723793397,4.971841205733467,0,-8.358250723793397,4.971841205733467
45,0,-8.292252428584856,5.604514692920887,0,-8.292252428584856,5.604514692920887
46,0,-6.506032277490933,4.21510697910943,0,-6.506032277490933,4.21510697910943
47,4,0.40168893413062434,1.3730260564147647,4,0.40168893413062434,1.3730260564147647
48,5,4.804430144247628,-0.41286201532107014,5,4.804430144247628,-0.41286201532107014
49,5,4.0506862446513185,-1.7354405490269222,5,4.0506862446513185,-1.7354405490269222
50,5,4.735023555509526,-0.9673350068586708,5,4.735023555509526,-0.9673350068586708
51,5,6.145172367147169,0.5741085746457374,5,6.145172367147169,0.5741085746457374
52,5,6.966250733434155,0.6993849066312721,5,6.966250733434155,0.6993849066312721
53,5,7.49959270716308,1.7285396055445355,5,7.49959270716308,1.7285396055445355
54,5,7.704880924879081,1.9689823123294798,5,7.704880924879081,1.9689823123294798
55,5,8.019069131540242,1.5477047746585784,5,8.019069131540242,1.5477047746585784
56,5,8.76172439849511,2.100188124641968,5,8.76172439849511,2.100188124641968
57,5,8.59488435371195,1.87035999761179,5,8.59488435371195,1.87035999761179
58,5,7.249409746863888,0.668883574840881,5,7.249409746863888,0.668883574840881
59,5,6.9940458422754395,0.907711002946102,5,6.9940458422754395,0.907711002946102
60,5,7.396971407223028,1.600418189469218,5,7.396971407223028,1.600418189469218
61,5,7.539792139639166,1.9388734486849877,5,7.539792139639166,1.9388734486849877
62,5,8.083006591538993,2.2665214101954323,5,8.083006591538993,2.2665214101954323
63,5,8.36712040700914,2.1938395276051494,5,8.36712040700914,2.1938395276051494
64,5,7.37403084793139,0.9175422523854849,5,7.37403084793139,0.9175422523854849
65,5,7.417757208068732,1.6418863469096026,5,7.417757208068732,1.6418863469096026
66,5,8.820354757336242,3.444360656699767,5,8.820354757336242,3.444360656699767
67,5,9.035840877053785,2.8469990264935463,5,9.035840877053785,2.8469990264935463
68,5,8.077767589865465,2.434758210329304,5,8.077767589865465,2.434758210329304
69,5,5.891959024366507,0.7591574580440144,5,5.891959024366507,0.7591574580440144
70,5,5.207629956917958,0.9615818376739046,5,5.207629956917958,0.9615818376739046
71,6,3.077750853648138,2.8295193514139667,6,3.077750853648138,2.8295193514139667
72,0,-2.4874615252151577,3.819164604039776,0,-2.4874615252151577,3.819164604039776
73,0,-8.343718507269543,4.884381054376943,0,-8.343718507269543,4.884381054376943
74,0,-11.20131743013087,6.077213401100562,0,-11.20131743013087,6.077213401100562
75,0,-11.452895227804142,5.998589829171323,0,-11.452895227804142,5.998589829171323
76,0,-11.5986128771401,3.717585167303516,0,-11.5986128771401,3.717585167303516
77,0,-10.400722888560509,3.701840572059882,0,-10.400722888560509,3.701840572059882
78,0,-8.303302057475028,4.678217987636824,0,-8.303302057475028,4.678217987636824
79,0,-6.864484145039215,5.508717276215926,0,-6.864484145039215,5.508717276215926
80,0,-10.362145523565262,6.5739523808464035,0,-10.362145523565262,6.5739523808464035
81,0,-13.818050941086518,5.534646377839245,0,-13.818050941086518,5.534646377839245
82,0,-12.168828357940388,4.2098532028020985,0,-12.168828357940388,4.2098532028020985
83,0,-10.737476823217705,3.1344328547049574,0,-10.737476823217705,3.1344328547049574
84,0,-10.36885958738998,4.013893637824964,0,-10.36885958738998,4.013893637824964
85,0,-10.016773548057762,4.920492869496927,0,-10.016773548057762,4.920492869496927
86,0,-8.597016599683817,5.436362806458542,0,-8.597016599683817,5.436362806458542
87,0,-8.047177454363798,4.485152978314307,0,-8.047177454363798,4.485152978314307
88,0,-8.535110961799587,3.454091314603083,0,-8.535110961799587,3.454091314603083
89,0,-9.860381147821828,4.5615527230517525,0,-9.860381147821828,4.5615527230517525
90,0,-11.766786364000676,4.4857948083811365,0,-11.766786364000676,4.4857948083811365
91,0,-10.742322155727834,5.943712274852527,0,-10.742322155727834,5.943712274852527
92,0,-10.517869107752244,6.559275846594941,0,-10.517869107752244,6.559275846594941
93,0,-9.913736656527245,5.432259251047782,0,-9.913736656527245,5.432259251047782
94,0,-9.90966990394425,4.701814189300578,0,-9.90966990394425,4.701814189300578
